name,code,country,latitude,longitude,elevation,style,runway_direction,runway_length,runway_width,frequency,description
Obstacle,Obsta,PL,54.06275,15.762333333333334,43.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.03703333333333,15.791466666666667,36.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.03601666666667,15.804083333333333,50.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.05931666666667,15.764,40.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.06478333333333,15.731216666666667,41.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.063233333333336,15.71345,37.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.0624,15.7683,39.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.06615,15.764933333333333,36.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.06086666666667,15.774266666666668,41.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.064766666666664,15.737116666666667,41.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.0596,15.72505,44.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.06295,15.78315,33.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.06308333333333,15.7261,45.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.067366666666665,15.758116666666666,37.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.056066666666666,15.758983333333333,31.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.03075,15.80895,43.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.0561,15.765466666666667,39.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.06565,15.772133333333333,35.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.07065,15.746933333333333,34.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.0562,15.77215,36.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.068983333333335,15.752466666666667,38.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.05936666666667,15.7383,43.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.06528333333333,15.75065,44.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.0751,15.644383333333334,30.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.06511666666667,15.718633333333333,43.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.05961666666666,15.756933333333333,44.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.06763333333333,15.7171,35.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.0325,15.8014,43.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.94466666666667,17.13705,93.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.04781666666667,15.695533333333334,38.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.07241666666667,15.644533333333333,38.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.95975,17.030183333333333,85.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.01808333333334,15.763416666666666,41.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.02146666666667,15.7615,39.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.02471666666667,15.763233333333334,41.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.9554,17.026516666666666,90.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.94886666666667,17.148066666666665,97.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.048883333333336,15.701583333333334,46.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.0463,15.684116666666666,42.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.95118333333333,17.139133333333334,88.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.9198,17.084383333333335,76.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.94401666666667,17.1478,91.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.93771666666667,17.11735,88.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.923633333333335,17.089683333333333,85.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.93066666666667,17.1314,92.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.93461666666666,17.133366666666667,98.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.93325,17.14495,84.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.9459,17.127516666666665,92.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.93255,17.111466666666665,79.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.958483333333334,17.180833333333332,88.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.0482,15.826833333333333,33.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.93915,17.169616666666666,87.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.044216666666664,15.806333333333333,48.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.045516666666664,15.81955,36.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.98963333333333,17.174216666666666,84.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.9596,17.143683333333332,85.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.94205,17.163233333333334,91.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.9616,17.150916666666667,82.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.96053333333333,17.1136,89.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.961016666666666,17.144,84.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.96051666666666,17.1262,81.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.97396666666667,17.1861,86.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.956133333333334,17.130233333333333,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.95988333333333,17.102833333333333,83.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.95398333333333,17.158933333333334,93.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.05853333333334,15.8075,38.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.964983333333336,17.145883333333334,93.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.96491666666667,17.137883333333335,86.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.96725,17.196233333333332,89.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.938,17.175633333333334,86.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.96371666666667,17.145816666666665,89.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.95815,17.1718,97.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.962666666666664,17.145683333333334,86.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.97363333333333,17.164833333333334,89.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.03268333333333,15.709633333333333,37.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.035266666666665,15.712966666666667,38.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.96445,17.119483333333335,87.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.037166666666664,15.707866666666666,40.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.969233333333335,17.1192,93.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.9706,17.137916666666666,92.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.964283333333334,17.156816666666668,89.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.03628333333333,15.699116666666667,35.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.939766666666664,17.031,88.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.982216666666666,17.172333333333334,83.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.93706666666667,17.01856666666667,90.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.03451666666667,15.704083333333333,39.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.0306,15.714433333333334,47.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.982416666666666,17.198633333333333,77.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.039883333333336,15.688333333333333,42.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.04266666666667,15.692066666666667,40.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.039033333333336,15.702466666666666,46.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.040866666666666,15.69745,45.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.93226666666666,17.09958333333333,89.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.94911666666667,17.122666666666667,78.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.94065,17.129983333333332,89.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.953316666666666,17.1163,92.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.0572,15.812616666666667,34.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.05535,15.817583333333333,35.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.04853333333333,15.812666666666667,37.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.05168333333334,15.828183333333333,30.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.044716666666666,15.812716666666667,38.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.04481666666667,15.82535,34.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.05213333333333,15.8146,42.0,8,,,,,Height: Unknown
Elektrownia wiatrowa,Elekt,PL,49.86685,22.78725,263.0,8,,,,,Height: Unknown
Elektrownia wiatrowa,Elekt,PL,49.86465,22.788566666666668,269.0,8,,,,,Height: Unknown
Elektrownia wiatrowa,Elekt,PL,49.862049999999996,22.788233333333334,267.0,8,,,,,Height: Unknown
Elektrownia wiatrowa,Elekt,PL,49.85661666666667,22.791666666666668,260.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.2128,17.80115,113.0,8,,,,,Height: Unknown
Błękitek,Błęki,PL,50.05725,19.960933333333333,202.0,8,,,,,Height: 105 m GND
Obstacle,Obsta,PL,53.14345,18.572816666666668,83.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.803533333333334,18.805183333333332,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.45783333333333,22.28725,165.0,8,,,,,Height: 100 m GND
Obstacle,Obsta,PL,52.43705,19.189383333333332,133.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.24393333333333,19.4661,93.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.243516666666665,19.4727,102.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.23426666666667,19.46995,108.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.39125,19.233616666666666,136.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.264783333333334,19.43355,107.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.22326666666667,19.479316666666666,107.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.39286666666667,19.230883333333335,126.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.320283333333336,18.326916666666666,83.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.318266666666666,18.325833333333332,86.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.3273,18.3247,91.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.42835,19.62545,125.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,49.615183333333334,21.458666666666666,290.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,49.6146,21.452566666666666,290.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,49.615566666666666,21.45605,291.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.76701666666666,19.8564,194.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.03596666666667,22.469416666666667,181.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.038866666666664,22.461366666666667,178.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.42195,16.78323333333333,38.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.43033333333333,16.8042,43.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.42115,16.788633333333333,45.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.42608333333333,16.78461666666667,34.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.4347,16.805333333333333,48.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.4236,16.796366666666668,43.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.42646666666667,16.791083333333333,42.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.42796666666667,16.798566666666666,44.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.432516666666665,16.795766666666665,42.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.76725,19.860366666666668,193.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.26278333333333,19.43948333333333,110.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.521233333333335,19.629016666666665,177.0,8,,,,,Height: Unknown
PowerWind 56,Power,PL,52.303783333333335,17.857166666666668,89.0,8,,,,,Height: Unknown
PW56,PW56,PL,52.606716666666664,18.421166666666668,91.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.41715,18.562266666666666,183.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.98591666666667,17.480966666666667,127.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.2302,20.986016666666668,114.0,8,,,,,Height: 202 m GND
Obstacle,Obsta,PL,51.86493333333333,19.906033333333333,200.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.46296666666667,17.48431666666667,82.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.52418333333333,16.6777,9.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.46463333333333,17.492183333333333,78.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.47425,17.49975,66.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.5216,16.6823,8.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.46861666666667,17.4976,79.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.52015,16.675933333333333,7.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.16623333333333,18.3943,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.321016666666665,16.3396,10.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.3172,16.33745,24.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.314816666666665,16.334683333333334,12.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.31523333333333,16.342333333333332,10.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.78536666666667,18.0698,102.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.280166666666666,21.6155,231.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.81565,18.143966666666667,73.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.81248333333333,18.14405,78.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.823116666666664,18.13768333333333,70.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.16446666666667,21.206216666666666,213.0,8,,,,,Height: 105 m GND
Obstacle,Obsta,PL,51.15745,21.205083333333334,215.0,8,,,,,Height: 105 m GND
Obstacle,Obsta,PL,52.28613333333333,18.61125,115.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.25673333333334,18.620033333333332,108.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.2882,18.611533333333334,125.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.25553333333333,18.617966666666668,113.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.3818,19.569916666666668,168.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.38565,19.569516666666665,160.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.3816,19.56335,170.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.385133333333336,19.563016666666666,172.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.23341666666666,21.010816666666667,113.0,8,,,,,Height: 75 m GND
Obstacle,Obsta,PL,52.23166666666667,21.011966666666666,115.0,8,,,,,Height: 75 m GND
Obstacle,Obsta,PL,52.23518333333333,21.009633333333333,124.0,8,,,,,Height: 75 m GND
Obstacle,Obsta,PL,52.6872,18.1909,96.0,8,,,,,Height: Unknown
Elektrownia wiatrowa Niszczewy/Zosin,Elekt,PL,52.7807,18.828583333333334,84.0,8,,,,,Height: Unknown
Elektrownia wiatrowa Niszczewy/Zosin,Elekt,PL,52.78178333333334,18.829033333333335,77.0,8,,,,,Height: Unknown
Elektrownia wiatrowa Podzamcze,Elekt,PL,52.84538333333333,18.825916666666668,92.0,8,,,,,Height: Unknown
Elektrownia wiatrowa Podzamcze,Elekt,PL,52.84621666666666,18.826583333333332,89.0,8,,,,,Height: Unknown
Elektrownia wiatrowa Podzamcze,Elekt,PL,52.8478,18.827833333333334,88.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.0429,18.1619,225.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,49.599383333333336,21.854883333333333,302.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,49.5968,21.855616666666666,307.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,49.62115,21.852,328.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.696016666666665,18.256166666666665,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.7675,18.223216666666666,78.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.765233333333335,18.223816666666668,81.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.767066666666665,18.21735,78.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.769133333333336,18.22055,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.7729,18.222283333333333,74.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.76976666666667,18.22655,77.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.7717,18.219733333333334,77.0,8,,,,,Height: Unknown
Global Office Park,Globa,PL,50.263283333333334,19.012416666666667,248.0,8,,,,,Height: 104 m GND
Obstacle,Obsta,PL,52.011583333333334,18.157666666666668,104.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.88746666666667,18.829866666666668,136.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.84875,19.722766666666665,128.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.40338333333333,18.623516666666667,166.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.03958333333333,20.421533333333333,267.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.83238333333333,17.40915,153.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.128283333333336,16.287433333333333,96.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.02185,14.90835,5.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.93285,14.973966666666668,21.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.02278333333334,15.135683333333333,15.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.022466666666666,14.9236,8.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.92093333333333,14.99215,22.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.95453333333333,15.026983333333334,18.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.02056666666667,14.918466666666667,8.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.02765,15.134033333333333,16.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.03981666666667,15.118916666666667,19.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.03756666666666,15.124133333333333,9.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.93573333333333,14.9792,18.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.95595,15.033633333333333,13.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.93503333333334,15.042116666666667,20.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.93695,15.036916666666666,19.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.94263333333333,15.046033333333334,19.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.94233333333333,15.00415,23.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.939433333333334,14.977733333333333,15.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.04366666666667,15.110116666666666,20.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.9366,15.050216666666667,16.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.03118333333333,15.138983333333334,19.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.018166666666666,14.9272,10.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.01315,14.926816666666667,11.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.936166666666665,15.0022,23.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.93893333333333,15.031616666666666,22.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.95818333333333,15.044716666666666,21.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.01575,14.929933333333333,13.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.95493333333334,15.045883333333334,19.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.93893333333333,15.045483333333333,19.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.020466666666664,14.912483333333334,11.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.01873333333333,14.9335,7.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.9245,14.996233333333333,22.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.03103333333333,15.132366666666666,26.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.958083333333335,15.050516666666667,15.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.02178333333333,14.934733333333334,10.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.93626666666667,14.973616666666667,15.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.9411,15.040233333333333,23.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.018316666666664,14.9196,9.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.015366666666665,14.923083333333333,12.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.02525,15.130483333333334,16.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.041133333333335,15.113733333333334,18.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.02591666666667,15.140233333333333,16.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.95706666666667,15.039283333333334,18.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.93925,15.003166666666667,24.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.8502,18.604166666666668,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.85005,18.605966666666667,63.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.2518,15.838766666666666,176.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.24588333333333,15.834183333333334,185.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.24661666666667,15.839316666666667,176.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.98296666666667,19.0259,109.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,49.57476666666667,21.90405,358.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,49.57465,21.9024,351.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,49.58691666666667,21.877366666666667,337.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.8631,22.8974,169.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.83635,17.672233333333335,101.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.83376666666667,17.685433333333332,98.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.8301,17.679683333333333,105.0,8,,,,,Height: Unknown
Model Airfield,Model,PL,52.0676,15.842983333333333,46.0,0,,,,,
Aeroklub Ziemii Zamojskiej,Aerok,PL,50.699,23.207683333333332,228.0,0,,,,,
Koczargi,Kocza,PL,52.27395,20.79335,69.0,0,,,,,
Model Airfield,Model,PL,52.14691666666667,20.7499,88.0,0,,,,,
Lotnisko dla Dronów,Lotni,PL,52.1348,21.093816666666665,86.0,0,,,,,
RC Model Klub Czarnochowice,RC Mo,PL,50.02226666666667,20.072416666666665,201.0,0,,,,,
Lotnisko modelarskie Koczargi II / Zalesie,Lotni,PL,52.2668,20.750683333333335,82.0,0,,,,,
Model Airfield,Model,PL,50.25435,19.011133333333333,285.0,0,,,,,
Model Airfield,Model,PL,50.37278333333333,18.993216666666665,296.0,0,,,,,
Lądowisko modelarskie,Lądow,PL,49.96756666666667,21.9575,211.0,0,,,,,
Tor Modelarski Imienia Andrzeja Rachwała,Tor M,PL,50.31851666666667,19.198483333333332,280.0,0,,,,,
Lotnisko Klubu Modelarskiego MKS Gwarek,Lotni,PL,50.304316666666665,18.84155,284.0,0,,,,,
Lotnisko modelarskie,Lotni,PL,50.225033333333336,19.565083333333334,433.0,0,,,,,
Model Airfield,Model,PL,50.29933333333334,19.208066666666667,252.0,0,,,,,
Model Airfield,Model,PL,52.16475,21.180266666666668,89.0,0,,,,,
DELTA,DELTA,PL,52.343333333333334,21.227833333333333,98.0,19,,,,,"Reporting Point, Non-Compulsory"
MIKE,MIKE,PL,52.22271666666666,21.249866666666666,106.0,19,,,,,"Reporting Point, Compulsory"
PAPA,PAPA,PL,52.304716666666664,21.083883333333333,93.0,19,,,,,"Reporting Point, Compulsory"
NOVEMBER,NOVEM,PL,52.21763333333333,21.097266666666666,85.0,19,,,,,"Reporting Point, Compulsory"
GOLF,GOLF,PL,51.9907,21.2347,85.0,19,,,,,"Reporting Point, Compulsory"
